id,text
120,@ichirudite Dia mungkin ditegor Propam kakak calon suami nya yg kapolda kali yak
121,"gue gak berenti ngakak dari semalem garagara ini? 

Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
122,"@tatitungencan @cinnamongirlc Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
123,"@tanyakanrl Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
124,"@timusgoreng4 @tubirfess Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
125,@bragansss @rosieelvv kpop k nya itu kapolda
126,"@infotwitwor_ Jangan macem macem ya sama saya!
Saya ini aktivis HAN, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
127,"Jangan macem macem ya sama saya!
Saya ini aktivis HAN, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
128,@adjisdoaibu Kapolda mana yang jelas dong... Wkwk
129,"Kamu ini siapa? Jangan macem2 ya sama saya!
Saya ini aktivis HAM, ayah saya Tentara, adek saya Polisi, kakaknya calon suami saya itu kapolda, dan dosen saya kader Golkar. Jangan macem2 kamu, mau saya bawa ke meja hijau?😡"
130,"@shincostannnn dan cowo suka perempuan 29 tahun yang dosennya kader parpol, adiknya polisi, kakak pacarnya kapolda"
131,"Ini jangan jangan kim garam bapanya tentara, kakak ipar kapolda, gurunya kader golkar apalagi ni apalagiii"
132,"@latteriz_ @bintangemon Jangan macem macem ya sama saya!
Saya ini aktivis HAN, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
133,@yipiichan @rendangtunjang Sabar mak. Galak amat kayak calon ipar Kapolda
134,"@intinyadeh Adek gue polisi, pacar gua juga.....  Kakaknya kapolda , YA ALLAH ADA AJA HIBURAN DITENGAH GABISA NNTON NCT DREAM 😭😭"
135,@PRIVATE_P5 @RinnJeon @badutkenyal Bukannya kaka dari calon suami nya ya yang Kapolda?
136,@kilalukakian @tubirfess Yg kakaknya calon suaminya kapolda 😂
137,"@capulusmuffin gw kata mah bener bapaknya kader golkar, kakaknya polisi, calon iparnya kapolda"
138,@adjisdoaibu Mertuaku pun Kapolda..
139,@inicacabcd Diih bawa2 kapolda lagi 😂 sampe di usut bisa gila lu mak
140,"@scatterecd Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
141,"@eokideoki Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
142,"@sugar1ngcandy98 Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
143,"@zedwacky Jangan macem macem ya sama saya!
Saya ini aktivis HAN, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
144,"@txtdrberseragam Belum tau Ki, saya punya Kaka ipar Kapolda e"
145,"nama samarannya jgn NaCl lagi, ganti anak kapolda"
146,@coklatchacha_ Tapi sayang kakak calon pasanganmu bukan Kapolda!
147,@igotsaf Dan buat yg non kpopers berenti deh kalian nyinggung ras terkuat. Lo kaga diajak njir minggat deh lo pada. Disini gada sangkut paut sama kader golkar apalagi calon lakinye kakaknye org kapolda!
148,@bnkugou yg kapolda itu kan
149,kim garam bekingan nya kapolda bukan
150,"@archeinar @txtdrberseragam Gatau ka, coba tanya sama aktivis ham yg umur 29th dan iparnya kapolda"
151,@kinkyprinxess 29 tahun bukan? Aktifis HAM bukan? Calon nya kapolda bukan ? Wkwkwkwk
152,"Jangan macem macem ya sama saya!
Saya ini aktivis HAN, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?

Nitip buat template"
153,"@kaarett @somiiiawww Jgn macam2 aku 29tahun appaku tentara, oppaku polisi, hyungnya pacarku kapolda, wait gaada pacar eh gimana si"
154,"@HeruSeptiawan Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
